domain,email,source_url,source_type,source_kind,found_in,crawl_depth,confidence_score,confidence_label,reason_flags,sighting_count,verification_status,deliverability_confidence,resolved_company_domain,identity_confidence
headsupfortails.com,orders@headsupfortails.com,https://headsupfortails.com/,httpx,site_page,html,0,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_7|verified,7,verified,90,headsupfortails.com,90
helmetdon.in,,,,,,,0,reject,no_emails_found,0,unknown,0,helmetdon.in,0
himalayawellness.in,contactus@himalayawellness.com,https://himalayawellness.in/,httpx,site_page,mailto,0,100,high,site_source|useful_mailbox|domain_mismatch|sightings_10|verified,10,verified,90,himalayawellness.in,40
houseofmasaba.com,shoponline@houseofmasaba.com,https://www.houseofmasaba.com/,httpx,site_page,html,0,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_5|verified,5,verified,90,houseofmasaba.com,90
imagineonline.store,imagineonline.store@ample.co.in,https://www.imagineonline.store/,httpx,site_page,jsonld,0,98,high,site_source|untyped_mailbox|domain_mismatch|sightings_10|verified,10,verified,90,imagineonline.store,40
indiahemporganics.com,info@indiahemporganics.com,https://indiahemporganics.com/,httpx,site_page,html,0,100,high,site_source|generic_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,indiahemporganics.com,90
s3.itcstore.in,,,,,,,0,reject,no_emails_found,0,unknown,0,s3.itcstore.in,0
itokri.com,helloji@itokri.com,https://itokri.com/,httpx,site_page,jsonld,0,100,high,site_source|useful_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,itokri.com,90
jhajistore.com,namaste@jhajistore.com,https://www.jhajistore.com/,httpx,site_page,jsonld,0,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,jhajistore.com,90
juicychemistry.com,sales@juicychemistry.com,https://juicychemistry.com/,httpx,site_page,mailto,0,100,high,site_source|useful_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,juicychemistry.com,90
justherbs.in,,,,,,,0,reject,no_emails_found,0,unknown,0,justherbs.in,0
kharakapas.com,hello@kharakapas.com,https://kharakapas.com/,httpx,site_page,html,0,100,high,site_source|useful_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,kharakapas.com,90
kidstudio.in,phishing@irs.gov,https://kidstudio.in/2000-direct-deposits-in-january-2026-eligibility-timeline-and-beneficiary-guide/,httpx,site_page,html,1,94,high,site_source|untyped_mailbox|domain_mismatch|sightings_4|verified,4,verified,90,kidstudio.in,40
koovs.com,,,,,,,0,reject,no_emails_found,0,unknown,0,koovs.com,0
lakmeindia.com,support@lakmeindia.com,https://www.lakmeindia.com/,httpx,site_page,html,0,100,high,site_source|useful_mailbox|domain_match_exact|sightings_9|verified,9,verified,90,lakmeindia.com,90
libas.in,care@libas.in,https://www.libas.in/,httpx,site_page,mailto,0,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,libas.in,90
shopify.com,plus@shopify.com,https://www.shopify.com/sell,httpx,site_page,html,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_2|verified,2,verified,90,shopify.com,90
livingwords.in,care@livingwords.in,https://livingwords.in/,httpx,site_page,mailto,0,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,livingwords.in,90
lotus.in,care@lotusherbals.com,https://www.lotus.in/,httpx,site_page,jsonld,0,98,high,site_source|untyped_mailbox|domain_mismatch|sightings_10|verified,10,verified,90,lotus.in,40
masalatokri.com,,,,,,,0,reject,no_emails_found,0,unknown,0,masalatokri.com,0
mavshacklive.in,,,,,,,0,reject,no_emails_found,0,unknown,0,mavshacklive.in,0
mcaffeine.com,woot@mcaffeine.com,https://www.mcaffeine.com/,httpx,site_page,jsonld,0,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,mcaffeine.com,90
mobiera.in,,,,,,,0,reject,no_emails_found,0,unknown,0,mobiera.in,0
motocentral.in,info@motocentral.in,https://motocentral.in/,httpx,site_page,mailto,0,100,high,site_source|generic_mailbox|domain_match_exact|sightings_9|verified,9,verified,90,motocentral.in,90
neemans.com,,,,,,,0,reject,no_emails_found,0,unknown,0,neemans.com,0
nestasia.in,info@nestasia.in,https://nestasia.in/,httpx,site_page,mailto,0,100,high,site_source|generic_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,nestasia.in,90
nestatoys.in,info@nestatoys.in,https://nestatoys.in/,httpx,site_page,html,0,100,high,site_source|generic_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,nestatoys.in,90
nextstep.net.in,,,,,,,0,reject,no_emails_found,0,unknown,0,nextstep.net.in,0
nicobar.com,care@nicobar.com,https://www.nicobar.com/,httpx,site_page,mailto,0,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,nicobar.com,90
nurserylive.com,care@nurserylive.com,https://nurserylive.com/,httpx,site_page,jsonld,0,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_1|verified,1,verified,90,nurserylive.com,90
oberlo.com,hello@oberlo.com,https://www.oberlo.com,httpx,site_page,mailto,0,100,high,site_source|useful_mailbox|domain_match_exact|sightings_1|verified,1,verified,90,oberlo.com,90
okhai.org,prakash@okhai.org,https://okhai.org/,httpx,site_page,mailto,0,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,okhai.org,90
onezeros.in,estore@onezeros.in,https://www.onezeros.in/,httpx,site_page,html,0,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,onezeros.in,90
organicglacier.in,,,,,,,0,reject,no_emails_found,0,unknown,0,organicglacier.in,0
oxiclear.com,hi@oxiclear.in,https://www.oxiclear.com/,httpx,site_page,html,0,98,high,site_source|untyped_mailbox|domain_mismatch|sightings_8|verified,8,verified,90,oxiclear.com,40
oyehappy.com,files@quinn-live.bundle.js,https://www.oyehappy.com/,httpx,site_page,html,0,75,high,site_source|untyped_mailbox|domain_mismatch|sightings_10|risky,10,risky,45,oyehappy.com,40
oziva.in,community@oziva.in,https://www.oziva.in/,httpx,site_page,html,0,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_2|verified,2,verified,90,oziva.in,90
zigly.com,support@zigly.com,https://zigly.com/,httpx,site_page,mailto,0,100,high,site_source|useful_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,zigly.com,90
plumgoodness.com,hello@plumgoodness.com,https://plumgoodness.com/,httpx,site_page,mailto,0,100,high,site_source|useful_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,plumgoodness.com,90
popitout.in,support@popitout.in,https://popitout.in/pages/privacy-policy,httpx,site_page,html,1,100,high,site_source|useful_mailbox|domain_match_exact|sightings_4|verified,4,verified,90,popitout.in,90
portronics.com,info@stagheaddesigns.com,https://www.portronics.com/,httpx,site_page,html,0,100,high,site_source|generic_mailbox|domain_mismatch|sightings_9|verified,9,verified,90,portronics.com,40
printrash.in,,,,,,,0,reject,no_emails_found,0,unknown,0,printrash.in,0
ptron.in,,,,,,,0,reject,no_emails_found,0,unknown,0,ptron.in,0
ragecoffee.com,mllegeorgesand@gmail.com,https://ragecoffee.com/products/rage-coffee,httpx,site_page,html,1,86,high,site_source|untyped_mailbox|domain_mismatch|sightings_2|verified,2,verified,90,ragecoffee.com,40
rareplanet.com,info@rareplanet.in,https://rareplanet.com/,httpx,site_page,mailto,0,100,high,site_source|generic_mailbox|domain_mismatch|sightings_10|verified,10,verified,90,rareplanet.com,40
rasoishop.com,,,,,,,0,reject,no_emails_found,0,unknown,0,rasoishop.com,0
reequil.com,help@reequil.com,https://www.reequil.com/,httpx,site_page,mailto,0,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,reequil.com,90
ribuy.in,,,,,,,0,reject,no_emails_found,0,unknown,0,ribuy.in,0
rynoxgear.com,contact@rynoxgears.com,https://rynoxgear.com/collections/gloves,httpx,site_page,html,1,100,high,site_source|useful_mailbox|domain_mismatch|sightings_3|verified,3,verified,90,rynoxgear.com,40
saralhome.com,website@saralhome.com,https://saralhome.com/,httpx,site_page,html,0,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,saralhome.com,90
scitron.com,care@scitron.com,https://scitron.com/,httpx,site_page,jsonld,0,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,scitron.com,90
securebuy.in,,,,,,,0,reject,no_emails_found,0,unknown,0,securebuy.in,0
shop.simon.com,,,,,,,0,reject,no_emails_found,0,unknown,0,shop.simon.com,0
skinelements.com,care@skinelements.in,https://skinelements.com/pages/contact-us,httpx,site_page,mailto,1,100,high,site_source|contact_page|untyped_mailbox|domain_mismatch|sightings_10|verified,10,verified,90,skinelements.com,40
skinkraft.com,support@skinkraft.com,https://skinkraft.com/,httpx,site_page,mailto,0,100,high,site_source|useful_mailbox|domain_match_exact|sightings_6|verified,6,verified,90,skinkraft.com,90
sleepyowl.co,help@sleepyowl.co,https://sleepyowl.co/,httpx,site_page,mailto,0,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,sleepyowl.co,90
studdmuffyn.com,info@stagheaddesigns.com,https://studdmuffyn.com/,httpx,site_page,html,0,100,high,site_source|generic_mailbox|domain_mismatch|sightings_10|verified,10,verified,90,studdmuffyn.com,40
suhanipittie.com,shop@suhanipittie.com,https://suhanipittie.com/,httpx,site_page,html,0,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,suhanipittie.com,90
supertails.com,support@supertails.com,https://supertails.com/,httpx,site_page,mailto,0,100,high,site_source|useful_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,supertails.com,90
support.boat-lifestyle.com,,,,,,,0,reject,no_emails_found,0,unknown,0,support.boat-lifestyle.com,0
suta.in,info@suta.in,https://suta.in/,httpx,site_page,mailto,0,100,high,site_source|generic_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,suta.in,90
swissbeauty.in,support@gist-apps.com,https://swissbeauty.in/,httpx,site_page,html,0,100,high,site_source|useful_mailbox|domain_mismatch|sightings_10|verified,10,verified,90,swissbeauty.in,40
tableandtwist.in,,,,,,,0,reject,no_emails_found,0,unknown,0,tableandtwist.in,0
theartment.com,hello@theartment.com,https://theartment.com/,httpx,site_page,jsonld,0,100,high,site_source|useful_mailbox|domain_match_exact|sightings_1|verified,1,verified,90,theartment.com,90
theflexnest.com,orders@theflexnest.com,https://www.theflexnest.com/,httpx,site_page,jsonld,0,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,theflexnest.com,90
thejodilife.com,orders@thejodilife.com,https://thejodilife.com/,httpx,site_page,mailto,0,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,thejodilife.com,90
thenestery.in,,,,,,,0,reject,no_emails_found,0,unknown,0,thenestery.in,0
traya.health,customercare@traya.health,https://traya.health/,httpx,site_page,mailto,0,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_8|verified,8,verified,90,traya.health,90
truefrog.in,,,,,,,0,reject,no_emails_found,0,unknown,0,truefrog.in,0
tsco.co.in,,,,,,,0,reject,no_emails_found,0,unknown,0,tsco.co.in,0
twobrothersindiashop.com,info@twobrothersindia.com,https://twobrothersindiashop.com/,httpx,site_page,mailto,0,100,high,site_source|generic_mailbox|domain_mismatch|sightings_10|verified,10,verified,90,twobrothersindiashop.com,40
urbanmonkey.com,hello@urbanmonkey.com,https://www.urbanmonkey.com/,httpx,site_page,mailto,0,100,high,site_source|useful_mailbox|domain_match_exact|sightings_9|verified,9,verified,90,urbanmonkey.com,90
vashiisl.com,,,,,,,0,reject,no_emails_found,0,unknown,0,vashiisl.com,0
vecras.com,support@vecras.com,https://vecras.com/,httpx,site_page,mailto,0,100,high,site_source|useful_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,vecras.com,90
vedix.com,support@vedix.com,https://vedix.com/,httpx,site_page,mailto,0,100,high,site_source|useful_mailbox|domain_match_exact|sightings_8|verified,8,verified,90,vedix.com,90
veeba.in,hello@veeba.in,https://veeba.in/,httpx,site_page,jsonld,0,100,high,site_source|useful_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,veeba.in,90
wallmantra.com,support@wallmantra.com,https://wallmantra.com/,httpx,site_page,html,0,100,high,site_source|useful_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,wallmantra.com,90
websource.co,info@websource.co,https://websource.co/,httpx,site_page,mailto,0,100,high,site_source|generic_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,websource.co,90
xyxxcrew.com,support@xyxxcrew.com,https://xyxxcrew.com/,httpx,site_page,html,0,100,high,site_source|useful_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,xyxxcrew.com,90
yogabars.in,hello@yogabars.in,https://www.yogabars.in/,httpx,site_page,html,0,100,high,site_source|useful_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,yogabars.in,90
yourlibaas.com,care@yourlibaas.com,https://www.yourlibaas.com/,httpx,site_page,mailto,0,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,yourlibaas.com,90
10by10.io,support@10by10.io,https://www.10by10.io/,httpx,site_page,mailto,0,100,high,site_source|useful_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,10by10.io,90
140proof.com,,,,,,,0,reject,no_emails_found,0,unknown,0,140proof.com,0
15five.com,privacy@15five.com,https://www.15five.com/privacy,httpx,site_page,mailto,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_1|verified,1,verified,90,15five.com,90
21tech.com,eam@21tech.com,https://21tech.com/,httpx,site_page,mailto,0,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,21tech.com,90
23andme.com,,,,,,,0,reject,no_emails_found,0,unknown,0,23andme.com,0
2600hz.com,contact@2600hz.com,https://www.2600hz.com/,httpx,site_page,mailto,0,100,high,site_source|useful_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,2600hz.com,90
redhat.com,,,,,,,0,reject,no_emails_found,0,unknown,0,redhat.com,0
80twenty.com,info@80twenty.com,https://www.80twenty.com/,httpx,site_page,jsonld,0,100,high,site_source|generic_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,80twenty.com,90
8tracks.com,,,,,,,0,reject,no_emails_found,0,unknown,0,8tracks.com,0
99designs.com,pr@99designs.com,https://99designs.com/about/contact,httpx,site_page,mailto,1,100,high,site_source|contact_page|untyped_mailbox|domain_match_exact|sightings_2|verified,2,verified,90,99designs.com,90
ablschools.com,,,,,,,0,reject,no_emails_found,0,unknown,0,ablschools.com,0
goabstract.com,info@abstract.com,https://www.goabstract.com/,httpx,site_page,mailto,0,100,high,site_source|generic_mailbox|domain_mismatch|sightings_10|verified,10,verified,90,goabstract.com,40
accela.com,,,,,,,0,reject,no_emails_found,0,unknown,0,accela.com,0
accenture.com,,,,,,,0,reject,no_emails_found,0,unknown,0,accenture.com,0
addepar.com,privacy@addepar.com,https://addepar.com/legal/privacy-policy,httpx,site_page,mailto,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_3|verified,3,verified,90,addepar.com,90
adeccogroup.com,globalprivacy@adeccogroup.com,https://www.adeccogroup.com/privacy-policy,httpx,site_page,mailto,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_1|verified,1,verified,90,adeccogroup.com,90
admitsee.com,info@admitsee.com,https://www.admitsee.com/contact,httpx,site_page,html,1,100,high,site_source|contact_page|generic_mailbox|domain_match_exact|sightings_1|verified,1,verified,90,admitsee.com,90
adobe.com,,,,,,,0,reject,no_emails_found,0,unknown,0,adobe.com,0
adroll.com,,,,,,,0,reject,no_emails_found,0,unknown,0,adroll.com,0
adstage.io,,,,,,,0,reject,no_emails_found,0,unknown,0,adstage.io,0
advent.com,info@advent.com,https://www.advent.com/about/partners/,httpx,site_page,mailto,1,100,high,site_source|generic_mailbox|domain_match_exact|sightings_2|verified,2,verified,90,advent.com,90
adyen.com,ir@adyen.com,https://www.adyen.com/contact/sales,httpx,site_page,mailto,1,100,high,site_source|contact_page|untyped_mailbox|domain_match_exact|sightings_2|verified,2,verified,90,adyen.com,90
aerotek.com,accommodation@aerotek.com,https://www.aerotek.com/en/career-opportunities,httpx,site_page,mailto,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_1|verified,1,verified,90,aerotek.com,90
aeye.ai,,,,,,,0,reject,no_emails_found,0,unknown,0,aeye.ai,0
affinity.co,info@affinity.co,https://www.affinity.co/contact-us,httpx,site_page,mailto,1,100,high,site_source|contact_page|generic_mailbox|domain_match_exact|sightings_1|verified,1,verified,90,affinity.co,90
affirm.com,,,,,,,0,reject,no_emails_found,0,unknown,0,affirm.com,0
aftercollege.com,info@aftercollege.com,https://www.aftercollege.com/,httpx,site_page,html,0,100,high,site_source|generic_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,aftercollege.com,90
airbnb.com,ac_guests_hg_en_s@3x.png,https://www.airbnb.com/help,httpx,site_page,html,1,59,medium,site_source|untyped_mailbox|domain_mismatch|sightings_1|risky,1,risky,45,airbnb.com,40
airtable.com,sales@airtable.com,https://www.airtable.com/company/trust-and-security,httpx,site_page,mailto,1,100,high,site_source|useful_mailbox|domain_match_exact|sightings_1|verified,1,verified,90,airtable.com,90
airware.com,,,,,,,0,reject,no_emails_found,0,unknown,0,airware.com,0
akqa.com,,,,,,,0,reject,no_emails_found,0,unknown,0,akqa.com,0
aktana.com,privacy@aktana.com,https://www.aktana.com/privacy/,httpx,site_page,mailto,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_1|verified,1,verified,90,aktana.com,90
alation.com,contactsales@alation.com,https://www.alation.com/,httpx,site_page,html,0,100,high,site_source|useful_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,alation.com,90
algolia.com,pr@algolia.com,https://www.algolia.com/about/news,httpx,site_page,html,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_1|verified,1,verified,90,algolia.com,90
business.att.com,,,,,,,0,reject,no_emails_found,0,unknown,0,business.att.com,0
allbirds.com,help@allbirds.com,https://www.allbirds.com/,httpx,site_page,mailto,0,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_9|verified,9,verified,90,allbirds.com,90
alloy.ai,,,,,,,0,reject,no_emails_found,0,unknown,0,alloy.ai,0
alpha-sense.com,support@alpha-sense.com,https://www.alpha-sense.com/contact/,httpx,site_page,mailto,1,100,high,site_source|contact_page|useful_mailbox|domain_match_exact|sightings_1|verified,1,verified,90,alpha-sense.com,90
altschool.com,,,,,,,0,reject,no_emails_found,0,unknown,0,altschool.com,0
alwayshired.com,,,,,,,0,reject,no_emails_found,0,unknown,0,alwayshired.com,0
amazon.com,,,,,,,0,reject,no_emails_found,0,unknown,0,amazon.com,0
aws.training,,,,,,,0,reject,no_emails_found,0,unknown,0,aws.training,0
ambient.ai,sales@ambient.ai,https://www.ambient.ai/,httpx,site_page,jsonld,0,100,high,site_source|useful_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,ambient.ai,90
amd.com,,,,,,,0,reject,no_emails_found,0,unknown,0,amd.com,0
amplitude.com,sales@amplitude.com,https://amplitude.com/,httpx,site_page,jsonld,0,100,high,site_source|useful_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,amplitude.com,90
anaplan.com,,,,,,,0,reject,no_emails_found,0,unknown,0,anaplan.com,0
angaza.com,,,,,,,0,reject,no_emails_found,0,unknown,0,angaza.com,0
wellfound.com,talent@wellfound.com,https://wellfound.com/recruit/overview,httpx,site_page,cf_obfuscated,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_1|verified,1,verified,90,wellfound.com,90
anomali.com,recruiting@anomali.com,https://www.anomali.com/company/careers,httpx,site_page,html,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_1|verified,1,verified,90,anomali.com,90
apollo.io,u003eprivacy@apollo.io,https://www.apollo.io/,httpx,site_page,html,0,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_2|verified,2,verified,90,apollo.io,90
appacademy.io,admissions@appacademy.io,https://www.appacademy.io/contact-us/,httpx,site_page,html,1,100,high,site_source|contact_page|untyped_mailbox|domain_match_exact|sightings_1|verified,1,verified,90,appacademy.io,90
data.ai,,,,,,,0,reject,no_emails_found,0,unknown,0,data.ai,0
appdirect.com,support@appdirect.com,https://www.appdirect.com/,httpx,site_page,jsonld,0,100,high,site_source|useful_mailbox|domain_match_exact|sightings_9|verified,9,verified,90,appdirect.com,90
splunk.com,support@splunk.com,https://www.splunk.com/,httpx,site_page,jsonld,1,100,high,site_source|useful_mailbox|domain_match_exact|sightings_1|verified,1,verified,90,splunk.com,90
apple.com,media.help@apple.com,https://www.apple.com/leadership/,httpx,site_page,mailto,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_1|verified,1,verified,90,apple.com,90
appnexus.com,,,,,,,0,reject,no_emails_found,0,unknown,0,appnexus.com,0
appodeal.com,hi@appodeal.com,https://appodeal.com/terms-of-service/,httpx,site_page,cf_obfuscated,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_1|verified,1,verified,90,appodeal.com,90
airship.com,,,,,,,0,reject,no_emails_found,0,unknown,0,airship.com,0
apteligent.com,,,,,,,0,reject,no_emails_found,0,unknown,0,apteligent.com,0
getaptly.com,help@getaptly.com,https://www.getaptly.com/privacy-policy,httpx,site_page,mailto,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_2|verified,2,verified,90,getaptly.com,90
conga.com,privacy@conga.com,https://conga.com/privacy,httpx,site_page,mailto,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_1|verified,1,verified,90,conga.com,90
armory.io,,,,,,,0,reject,no_emails_found,0,unknown,0,armory.io,0
art.com,,,,,,,0,reject,no_emails_found,0,unknown,0,art.com,0
asana.com,x@mail.asana.com,https://asana.com/,httpx,site_page,html,0,100,high,site_source|untyped_mailbox|domain_match_related|sightings_10|verified,10,verified,90,asana.com,75
askmediagroup.com,8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com,https://www.askmediagroup.com/contact,httpx,site_page,html,1,83,high,site_source|contact_page|untyped_mailbox|domain_mismatch|sightings_6|risky,6,risky,45,askmediagroup.com,40
asus.com,legalcompliance@asus.com,https://www.asus.com/terms_of_use_notice_privacy_policy/official-site/,httpx,site_page,html,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_2|verified,2,verified,90,asus.com,90
atrium.co,,,,,,,0,reject,no_emails_found,0,unknown,0,atrium.co,0
autodesk.com,,,,,,,0,reject,no_emails_found,0,unknown,0,autodesk.com,0
automattic.com,privacypolicyupdates@automattic.com,https://automattic.com/,httpx,site_page,html,0,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,automattic.com,90
avast.com,dpo@avast.com,https://www.avast.com/privacy,httpx,site_page,mailto,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_2|verified,2,verified,90,avast.com,90
avatier.com,sales@avatier.com,https://www.avatier.com/contact-sales/,httpx,site_page,cf_obfuscated,1,100,high,site_source|contact_page|useful_mailbox|domain_match_exact|sightings_2|verified,2,verified,90,avatier.com,90
avenuecode.com,,,,,,,0,reject,no_emails_found,0,unknown,0,avenuecode.com,0
babycenter.com,community@babycenter.com,https://www.babycenter.com/,httpx,site_page,html,0,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,babycenter.com,90
babylist.com,support@babylist.com,https://www.babylist.com/about,httpx,site_page,html,1,100,high,site_source|useful_mailbox|domain_match_exact|sightings_4|verified,4,verified,90,babylist.com,90
backerkit.com,,,,,,,0,reject,no_emails_found,0,unknown,0,backerkit.com,0
barracuda.com,info@barracuda.com,https://www.barracuda.com/,httpx,site_page,jsonld,0,100,high,site_source|generic_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,barracuda.com,90
bebo.com,,,,,,,0,reject,no_emails_found,0,unknown,0,bebo.com,0
bedrockanalytics.com,info@bedrockanalytics.com,https://www.bedrockanalytics.com/,httpx,site_page,mailto,0,100,high,site_source|generic_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,bedrockanalytics.com,90
beezwax.net,info@beezwax.net,https://www.beezwax.net/privacy,httpx,site_page,mailto,1,100,high,site_source|generic_mailbox|domain_match_exact|sightings_1|verified,1,verified,90,beezwax.net,90
benchmark.com,,,,,,,0,reject,no_emails_found,0,unknown,0,benchmark.com,0
benevity.com,privacy@benevity.com,https://benevity.com/legal/privacy-notice,httpx,site_page,mailto,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_1|verified,1,verified,90,benevity.com,90
betterment.com,support@betterment.com,https://www.betterment.com/legal/cash-reserve-program-banks,httpx,site_page,mailto,1,100,high,site_source|useful_mailbox|domain_match_exact|sightings_3|verified,3,verified,90,betterment.com,90
betterup.com,press@betterup.co,https://www.betterup.com/about-us/news-and-press,httpx,site_page,mailto,1,82,high,site_source|untyped_mailbox|domain_mismatch|sightings_1|verified,1,verified,90,betterup.com,40
betterworks.com,support@betterworks.com,https://www.betterworks.com/contact-us,httpx,site_page,mailto,1,100,high,site_source|contact_page|useful_mailbox|domain_match_exact|sightings_3|verified,3,verified,90,betterworks.com,90
jollityjobs.com,,,,,,,0,reject,no_emails_found,0,unknown,0,jollityjobs.com,0
beyondgames.co,,,,,,,0,reject,no_emails_found,0,unknown,0,beyondgames.co,0
bigcommerce.com,,,,,,,0,reject,no_emails_found,0,unknown,0,bigcommerce.com,0
bincsearch.com,,,,,,,0,reject,no_emails_found,0,unknown,0,bincsearch.com,0
binti.com,,,,,,,0,reject,no_emails_found,0,unknown,0,binti.com,0
birst.com,,,,,,,0,reject,no_emails_found,0,unknown,0,birst.com,0
bitbucket.org,press@atlassian.com,https://bitbucket.org/account/signup/,httpx,site_page,jsonld,1,86,high,site_source|untyped_mailbox|domain_mismatch|sightings_2|verified,2,verified,90,bitbucket.org,40
bitnami.com,,,,,,,0,reject,no_emails_found,0,unknown,0,bitnami.com,0
blackhawknetwork.com,,,,,,,0,reject,no_emails_found,0,unknown,0,blackhawknetwork.com,0
bleacherreport.com,community@bleacherreport.com,https://bleacherreport.com/,httpx,site_page,html,0,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,bleacherreport.com,90
blend.com,press@blend.com,https://blend.com/company/newsroom/,httpx,site_page,mailto,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_2|verified,2,verified,90,blend.com,90
chegg.com,,,,,,,0,reject,no_emails_found,0,unknown,0,chegg.com,0
bloomthat.com,,,,,,,0,reject,no_emails_found,0,unknown,0,bloomthat.com,0
bluerivertechnology.com,,,,,,,0,reject,no_emails_found,0,unknown,0,bluerivertechnology.com,0
bluecrewjobs.com,privacy@employbridge.com,https://www.bluecrewjobs.com/legal/california-applicant-privacy-notice,httpx,site_page,mailto,1,86,high,site_source|untyped_mailbox|domain_mismatch|sightings_2|verified,2,verified,90,bluecrewjobs.com,40
bluejeans.com,,,,,,,0,reject,no_emails_found,0,unknown,0,bluejeans.com,0
bluevine.com,support@bluevine.com,https://www.bluevine.com/privacy-policy,httpx,site_page,mailto,1,100,high,site_source|useful_mailbox|domain_match_exact|sightings_1|verified,1,verified,90,bluevine.com,90
blurb.com,support@blurb.com,https://www.blurb.com/privacy,httpx,site_page,mailto,1,100,high,site_source|useful_mailbox|domain_match_exact|sightings_1|verified,1,verified,90,blurb.com,90
bolt.com,,,,,,,0,reject,no_emails_found,0,unknown,0,bolt.com,0
box.com,,,,,,,0,reject,no_emails_found,0,unknown,0,box.com,0
boxbot.io,,,,,,,0,reject,no_emails_found,0,unknown,0,boxbot.io,0
