domain,email,source_url,source_type,source_kind,found_in,crawl_depth,confidence_score,confidence_label,reason_flags,sighting_count,verification_status,deliverability_confidence,resolved_company_domain,identity_confidence,delivery_state,confidence_band,finding_type
appodeal.com,hi@appodeal.com,https://appodeal.com/terms-of-service/,httpx,site_page,cf_obfuscated,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_a,1,verified,90,appodeal.com,90,valid,tier_a,observed
appodeal.com,legal@appodeal.com,https://appodeal.com/terms-of-service/,httpx,site_page,cf_obfuscated,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_2|verified|band:tier_a,2,verified,90,appodeal.com,90,valid,tier_a,observed
airship.com,,,,,,,0,reject,no_emails_found,0,unknown,0,airship.com,0,unknown,tier_d,
apteligent.com,,,,,,,0,reject,no_emails_found,0,unknown,0,apteligent.com,0,unknown,tier_d,
getaptly.com,help@getaptly.com,https://www.getaptly.com/privacy-policy,httpx,site_page,mailto,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_2|verified|band:tier_a,2,verified,90,getaptly.com,90,valid,tier_a,observed
getaptly.com,adam@getaptly.com,https://www.getaptly.com/api,httpx,site_page,mailto,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_a,1,verified,90,getaptly.com,90,valid,tier_a,observed
conga.com,privacy@conga.com,https://conga.com/privacy,httpx,site_page,mailto,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_a,1,verified,90,conga.com,90,valid,tier_a,observed
conga.com,hello@conga.com,https://conga.com/,inferred,pattern_inferred,role_probe,0,77,high,inferred_candidate|useful_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,conga.com,90,valid,tier_c,inferred
armory.io,,,,,,,0,reject,no_emails_found,0,unknown,0,armory.io,0,unknown,tier_d,
art.com,art.type@art.com,https://www.art.com/,inferred,pattern_inferred,pattern_first_dot_last,0,67,medium,inferred_candidate|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,art.com,90,valid,tier_c,inferred
art.com,arttype@art.com,https://www.art.com/,inferred,pattern_inferred,pattern_concat,0,67,medium,inferred_candidate|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,art.com,90,valid,tier_c,inferred
asana.com,x@mail.asana.com,https://asana.com/,httpx,site_page,html,0,100,high,site_source|untyped_mailbox|domain_match_related|sightings_23|verified|band:tier_a,23,verified,90,asana.com,75,valid,tier_a,observed
asana.com,dpa@asana.com,https://asana.com/privacy,httpx,site_page,mailto,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_a,1,verified,90,asana.com,90,valid,tier_a,observed
askmediagroup.com,hello@askmediagroup.com,https://www.askmediagroup.com/,inferred,pattern_inferred,role_probe,0,77,high,inferred_candidate|useful_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,askmediagroup.com,90,valid,tier_c,inferred
askmediagroup.com,contact@askmediagroup.com,https://www.askmediagroup.com/,inferred,pattern_inferred,role_probe,0,77,high,inferred_candidate|useful_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,askmediagroup.com,90,valid,tier_c,inferred
asus.com,legalcompliance@asus.com,https://www.asus.com/terms_of_use_notice_privacy_policy/official-site/,httpx,site_page,html,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_2|verified|band:tier_a,2,verified,90,asus.com,90,valid,tier_a,observed
asus.com,privacy@asus.com,https://www.asus.com/terms_of_use_notice_privacy_policy/privacy_policy/,httpx,site_page,html,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_a,1,verified,90,asus.com,90,valid,tier_a,observed
atrium.co,,,,,,,0,reject,no_emails_found,0,unknown,0,atrium.co,0,unknown,tier_d,
autodesk.com,,,,,,,0,reject,no_emails_found,0,unknown,0,autodesk.com,0,unknown,tier_d,
automattic.com,privacypolicyupdates@automattic.com,https://automattic.com/,httpx,site_page,html,0,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_11|verified|band:tier_a,11,verified,90,automattic.com,90,valid,tier_a,observed
automattic.com,support@cloudup.com,https://automattic.com/contact/,httpx,site_page,mailto,1,100,high,site_source|contact_page|useful_mailbox|domain_mismatch|sightings_1|verified|band:tier_a,1,verified,90,automattic.com,40,valid,tier_a,observed
avast.com,dpo@avast.com,https://www.avast.com/privacy,httpx,site_page,mailto,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_2|verified|band:tier_a,2,verified,90,avast.com,90,valid,tier_a,observed
avast.com,hello@avast.com,https://www.avast.com/en-us/index,inferred,pattern_inferred,role_probe,0,77,high,inferred_candidate|useful_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,avast.com,90,valid,tier_c,inferred
avatier.com,sales@avatier.com,https://www.avatier.com/contact-sales/,httpx,site_page,cf_obfuscated,1,100,high,site_source|contact_page|useful_mailbox|domain_match_exact|sightings_2|verified|band:tier_a,2,verified,90,avatier.com,90,valid,tier_a,observed
avatier.com,support@avatier.com,https://www.avatier.com/privacy/,httpx,site_page,cf_obfuscated,1,100,high,site_source|useful_mailbox|domain_match_exact|sightings_2|verified|band:tier_a,2,verified,90,avatier.com,90,valid,tier_a,observed
aircompany.ai,,,,,,,0,reject,no_emails_found,0,unknown,0,aircompany.ai,0,unknown,tier_d,
babycenter.com,community@babycenter.com,https://www.babycenter.com/,httpx,site_page,html,0,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_25|verified|band:tier_a,25,verified,90,babycenter.com,90,valid,tier_a,observed
babycenter.com,u003ecommunity@babycenter.com,https://www.babycenter.com/,httpx,site_page,html,0,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_25|verified|band:tier_a,25,verified,90,babycenter.com,90,valid,tier_a,observed
babylist.com,support@babylist.com,https://www.babylist.com/about,httpx,site_page,microdata,1,100,high,site_source|useful_mailbox|domain_match_exact|sightings_4|verified|band:tier_a,4,verified,90,babylist.com,90,valid,tier_a,observed
babylist.com,dmca@babylist.com,https://www.babylist.com/terms,httpx,site_page,cf_obfuscated,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_a,1,verified,90,babylist.com,90,valid,tier_a,observed
backerkit.com,community@backerkit.com,https://www.backerkit.com/blog/tabletop-games-crowdfunding-roadmap?utm_source=backerkit&amp;utm_medium=main_nav_resources,httpx,site_page,cf_obfuscated,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_a,1,verified,90,backerkit.com,90,valid,tier_a,observed
backerkit.com,hello@backerkit.com,https://www.backerkit.com/,inferred,pattern_inferred,role_probe,0,77,high,inferred_candidate|useful_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,backerkit.com,90,valid,tier_c,inferred
barracuda.com,info@barracuda.com,https://www.barracuda.com/,httpx,site_page,jsonld,0,100,high,site_source|generic_mailbox|domain_match_exact|sightings_25|verified|band:tier_a,25,verified,90,barracuda.com,90,valid,tier_a,observed
barracuda.com,hello@barracuda.com,https://www.barracuda.com/,inferred,pattern_inferred,role_probe,0,77,high,inferred_candidate|useful_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,barracuda.com,90,valid,tier_c,inferred
bebo.com,,,,,,,0,reject,no_emails_found,0,unknown,0,bebo.com,0,unknown,tier_d,
bedrockanalytics.com,info@bedrockanalytics.com,https://www.bedrockanalytics.com/,httpx,site_page,mailto,0,100,high,site_source|generic_mailbox|domain_match_exact|sightings_18|verified|band:tier_a,18,verified,90,bedrockanalytics.com,90,valid,tier_a,observed
bedrockanalytics.com,careers@bedrockanalytics.com,https://www.bedrockanalytics.com/company/,httpx,site_page,html,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_a,1,verified,90,bedrockanalytics.com,90,valid,tier_a,observed
beezwax.net,info@beezwax.net,https://www.beezwax.net/privacy,httpx,site_page,mailto,1,100,high,site_source|generic_mailbox|domain_match_exact|sightings_1|verified|band:tier_a,1,verified,90,beezwax.net,90,valid,tier_a,observed
beezwax.net,hello@beezwax.net,https://www.beezwax.net/,inferred,pattern_inferred,role_probe,0,77,high,inferred_candidate|useful_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,beezwax.net,90,valid,tier_c,inferred
benchmark.com,,,,,,,0,reject,no_emails_found,0,unknown,0,benchmark.com,0,unknown,tier_d,
benevity.com,privacy@benevity.com,https://benevity.com/legal/privacy-notice,httpx,site_page,mailto,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_a,1,verified,90,benevity.com,90,valid,tier_a,observed
benevity.com,help@benevity.com,https://benevity.com/legal/privacy-notice,httpx,site_page,mailto,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_a,1,verified,90,benevity.com,90,valid,tier_a,observed
betterment.com,support@betterment.com,https://www.betterment.com/legal/cash-reserve-program-banks,httpx,site_page,mailto,1,100,high,site_source|useful_mailbox|domain_match_exact|sightings_5|verified|band:tier_a,5,verified,90,betterment.com,90,valid,tier_a,observed
betterment.com,legal@betterment.com,https://www.betterment.com/legal/terms,httpx,site_page,html,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_2|verified|band:tier_a,2,verified,90,betterment.com,90,valid,tier_a,observed
betterup.com,press@betterup.co,https://www.betterup.com/about-us/news-and-press,httpx,site_page,mailto,1,82,high,site_source|untyped_mailbox|domain_mismatch|sightings_1|verified|band:tier_b,1,verified,90,betterup.com,40,valid,tier_b,observed
betterup.com,hello@betterup.com,https://www.betterup.com/,inferred,pattern_inferred,role_probe,0,77,high,inferred_candidate|useful_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,betterup.com,90,valid,tier_c,inferred
betterworks.com,support@betterworks.com,https://www.betterworks.com/contact-us,httpx,site_page,mailto,1,100,high,site_source|contact_page|useful_mailbox|domain_match_exact|sightings_3|verified|band:tier_a,3,verified,90,betterworks.com,90,valid,tier_a,observed
betterworks.com,press@betterworks.com,https://www.betterworks.com/contact-us,httpx,site_page,mailto,1,100,high,site_source|contact_page|untyped_mailbox|domain_match_exact|sightings_2|verified|band:tier_a,2,verified,90,betterworks.com,90,valid,tier_a,observed
catsolen.com,,,,,,,0,reject,no_emails_found,0,unknown,0,catsolen.com,0,unknown,tier_d,
beyondgames.co,,,,,,,0,reject,no_emails_found,0,unknown,0,beyondgames.co,0,unknown,tier_d,
bigcommerce.com,about.us@bigcommerce.com,https://www.bigcommerce.com/,inferred,pattern_inferred,pattern_first_dot_last,0,67,medium,inferred_candidate|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,bigcommerce.com,90,valid,tier_c,inferred
bigcommerce.com,aboutus@bigcommerce.com,https://www.bigcommerce.com/,inferred,pattern_inferred,pattern_concat,0,67,medium,inferred_candidate|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,bigcommerce.com,90,valid,tier_c,inferred
bincsearch.com,,,,,,,0,reject,no_emails_found,0,unknown,0,bincsearch.com,0,unknown,tier_d,
binti.com,,,,,,,0,reject,no_emails_found,0,unknown,0,binti.com,0,unknown,tier_d,
birst.com,,,,,,,0,reject,no_emails_found,0,unknown,0,birst.com,0,unknown,tier_d,
bitbucket.org,press@atlassian.com,https://bitbucket.org/account/signup/,httpx,site_page,jsonld,1,90,high,site_source|untyped_mailbox|domain_mismatch|sightings_3|verified|band:tier_b,3,verified,90,bitbucket.org,40,valid,tier_b,observed
bitbucket.org,hello@bitbucket.org,https://bitbucket.org/,inferred,pattern_inferred,role_probe,0,77,high,inferred_candidate|useful_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,bitbucket.org,90,valid,tier_c,inferred
bitnami.com,,,,,,,0,reject,no_emails_found,0,unknown,0,bitnami.com,0,unknown,tier_d,
blackhawknetwork.com,,,,,,,0,reject,no_emails_found,0,unknown,0,blackhawknetwork.com,0,unknown,tier_d,
bleacherreport.com,community@bleacherreport.com,https://bleacherreport.com/,httpx,site_page,html,0,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_22|verified|band:tier_a,22,verified,90,bleacherreport.com,90,valid,tier_a,observed
bleacherreport.com,eric.pincus@gmail.com,https://bleacherreport.com/nba,httpx,site_page,html,1,82,high,site_source|untyped_mailbox|domain_mismatch|sightings_1|verified|band:tier_b,1,verified,90,bleacherreport.com,40,valid,tier_b,observed
blend.com,press@blend.com,https://blend.com/company/newsroom/,httpx,site_page,mailto,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_2|verified|band:tier_a,2,verified,90,blend.com,90,valid,tier_a,observed
blend.com,ir@blend.com,https://blend.com/company/newsroom/blend-launches-autopilot-completing-loan-origination-reviews-in-seconds/,httpx,site_page,mailto,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_a,1,verified,90,blend.com,90,valid,tier_a,observed
chegg.com,,,,,,,0,reject,no_emails_found,0,unknown,0,chegg.com,0,unknown,tier_d,
bloomthat.com,,,,,,,0,reject,no_emails_found,0,unknown,0,bloomthat.com,0,unknown,tier_d,
bluerivertechnology.com,,,,,,,0,reject,no_emails_found,0,unknown,0,bluerivertechnology.com,0,unknown,tier_d,
bluecrewjobs.com,copyright@bluecrewjobs.com,https://www.bluecrewjobs.com/termsofuse,httpx,site_page,html,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_a,1,verified,90,bluecrewjobs.com,90,valid,tier_a,observed
bluecrewjobs.com,legal@bluecrewjobs.com,https://www.bluecrewjobs.com/termsofuse,httpx,site_page,html,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_a,1,verified,90,bluecrewjobs.com,90,valid,tier_a,observed
bluejeans.com,,,,,,,0,reject,no_emails_found,0,unknown,0,bluejeans.com,0,unknown,tier_d,
bluevine.com,support@bluevine.com,https://www.bluevine.com/privacy-policy,httpx,site_page,mailto,1,100,high,site_source|useful_mailbox|domain_match_exact|sightings_1|verified|band:tier_a,1,verified,90,bluevine.com,90,valid,tier_a,observed
bluevine.com,u003esupport@bluevine.com,https://www.bluevine.com/privacy-policy,httpx,site_page,html,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_a,1,verified,90,bluevine.com,90,valid,tier_a,observed
blurb.com,support@blurb.com,https://www.blurb.com/privacy,httpx,site_page,mailto,1,100,high,site_source|useful_mailbox|domain_match_exact|sightings_1|verified|band:tier_a,1,verified,90,blurb.com,90,valid,tier_a,observed
blurb.com,datasubjectrequest@rpiprint.com,https://www.blurb.com/privacy,httpx,site_page,mailto,1,82,high,site_source|untyped_mailbox|domain_mismatch|sightings_1|verified|band:tier_b,1,verified,90,blurb.com,40,valid,tier_b,observed
bolt.com,support@bolt.com,https://www.bolt.com/,crawl4ai;conduit,browser_fallback,browser_js,0,99,high,useful_mailbox|domain_match_exact|sightings_1|verified|band:tier_a,1,verified,90,bolt.com,90,valid,tier_a,observed
bolt.com,security@bolt.com,https://www.bolt.com/,crawl4ai;conduit,browser_fallback,browser_js,0,89,high,untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_b,1,verified,90,bolt.com,90,valid,tier_b,observed
box.com,youyang@box.com,https://www.box.com/,crawl4ai,browser_fallback,browser_js,0,89,high,untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_b,1,verified,90,box.com,90,valid,tier_b,observed
box.com,hello@box.com,https://www.box.com/,inferred,pattern_inferred,role_probe,0,77,high,inferred_candidate|useful_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,box.com,90,valid,tier_c,inferred
boxbot.io,boxbot.automation@boxbot.io,https://www.boxbot.io/,inferred,pattern_inferred,pattern_first_dot_last,0,67,medium,inferred_candidate|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,boxbot.io,90,valid,tier_c,inferred
boxbot.io,boxbotautomation@boxbot.io,https://www.boxbot.io/,inferred,pattern_inferred,pattern_concat,0,67,medium,inferred_candidate|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,boxbot.io,90,valid,tier_c,inferred
bradfieldcs.com,oz@csprimer.com,https://bradfieldcs.com/,httpx,site_page,cf_obfuscated,0,82,high,site_source|untyped_mailbox|domain_mismatch|sightings_1|verified|band:tier_b,1,verified,90,bradfieldcs.com,40,valid,tier_b,observed
bradfieldcs.com,hello@bradfieldcs.com,https://bradfieldcs.com/,inferred,pattern_inferred,role_probe,0,77,high,inferred_candidate|useful_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,bradfieldcs.com,90,valid,tier_c,inferred
paypal.com,phishing@paypal.com,https://www.paypal.com/us/security,httpx,site_page,html,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_a,1,verified,90,paypal.com,90,valid,tier_a,observed
paypal.com,skrprivacy@paypal.com,https://www.paypal.com/us/legalhub/privacy-full,httpx,site_page,html,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_a,1,verified,90,paypal.com,90,valid,tier_a,observed
branch.io,,,,,,,0,reject,no_emails_found,0,unknown,0,branch.io,0,unknown,tier_d,
branch.co,india@branch.co,https://branch.co/contact,httpx,site_page,cf_obfuscated,1,100,high,site_source|contact_page|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_a,1,verified,90,branch.co,90,valid,tier_a,observed
branch.co,kenya@branch.co,https://branch.co/contact,httpx,site_page,cf_obfuscated,1,100,high,site_source|contact_page|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_a,1,verified,90,branch.co,90,valid,tier_a,observed
brex.com,press@brex.com,https://www.brex.com/contact-us,httpx,site_page,mailto,1,100,high,site_source|contact_page|untyped_mailbox|domain_match_exact|sightings_2|verified|band:tier_a,2,verified,90,brex.com,90,valid,tier_a,observed
brex.com,notices@brex.com,https://www.brex.com/legal/platform-agreement,httpx,site_page,html,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_a,1,verified,90,brex.com,90,valid,tier_a,observed
atom.com,,,,,,,0,reject,no_emails_found,0,unknown,0,atom.com,0,unknown,tier_d,
brightbytes.net,,,,,,,0,reject,no_emails_found,0,unknown,0,brightbytes.net,0,unknown,tier_d,
brightidea.com,support@brightidea.com,https://www.brightidea.com/contact/,httpx,site_page,mailto,1,100,high,site_source|contact_page|useful_mailbox|domain_match_exact|sightings_2|verified|band:tier_a,2,verified,90,brightidea.com,90,valid,tier_a,observed
brightidea.com,nsupport@brightidea.com,https://www.brightidea.com/contact/,httpx,site_page,microdata,1,100,high,site_source|contact_page|untyped_mailbox|domain_match_exact|sightings_2|verified|band:tier_a,2,verified,90,brightidea.com,90,valid,tier_a,observed
brightpearl.com,,,,,,,0,reject,no_emails_found,0,unknown,0,brightpearl.com,0,unknown,tier_d,
brighttalk.com,,,,,,,0,reject,no_emails_found,0,unknown,0,brighttalk.com,0,unknown,tier_d,
broadcom.com,hello@broadcom.com,https://www.broadcom.com/,inferred,pattern_inferred,role_probe,0,77,high,inferred_candidate|useful_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,broadcom.com,90,valid,tier_c,inferred
broadcom.com,contact@broadcom.com,https://www.broadcom.com/,inferred,pattern_inferred,role_probe,0,77,high,inferred_candidate|useful_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,broadcom.com,90,valid,tier_c,inferred
broadly.com,support@broadly.com,https://broadly.com/contact-us/,httpx,site_page,mailto,1,100,high,site_source|contact_page|useful_mailbox|domain_match_exact|sightings_2|verified|band:tier_a,2,verified,90,broadly.com,90,valid,tier_a,observed
broadly.com,nsupport@broadly.com,https://broadly.com/contact-us/,httpx,site_page,microdata,1,100,high,site_source|contact_page|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_a,1,verified,90,broadly.com,90,valid,tier_a,observed
bugcrowd.com,sales@bugcrowd.com,https://www.bugcrowd.com/about/contact/,httpx,site_page,mailto,1,100,high,site_source|contact_page|useful_mailbox|domain_match_exact|sightings_1|verified|band:tier_a,1,verified,90,bugcrowd.com,90,valid,tier_a,observed
bugcrowd.com,press@bugcrowd.com,https://www.bugcrowd.com/about/contact/,httpx,site_page,mailto,1,100,high,site_source|contact_page|untyped_mailbox|domain_match_exact|sightings_3|verified|band:tier_a,3,verified,90,bugcrowd.com,90,valid,tier_a,observed
bugsnag.com,,,,,,,0,reject,no_emails_found,0,unknown,0,bugsnag.com,0,unknown,tier_d,
buildingconnected.com,base.bricks@buildingconnected.com,https://www.buildingconnected.com/,inferred,pattern_inferred,pattern_first_dot_last,0,67,medium,inferred_candidate|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,buildingconnected.com,90,valid,tier_c,inferred
buildingconnected.com,basebricks@buildingconnected.com,https://www.buildingconnected.com/,inferred,pattern_inferred,pattern_concat,0,67,medium,inferred_candidate|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,buildingconnected.com,90,valid,tier_c,inferred
